RecordKey	RecordDate	InvoiceID	Quantity	UnitPrice	TaxRate	TaxAmount	LineProfit	ExtendedPrice	TotalDryItems	TotalChillerItems	Package	Description	ValidFrom	ValidTo
9470:32 mm Double sided bubble wrap 10m	02/07/2013 00:00	9470	100	22	15	330	1210	2530	100	0	Each	32 mm Double sided bubble wrap 10m		
9470:Bubblewrap dispenser (Red) 1.5m	02/07/2013 00:00	9470	5	240	15	180	650	1380	5	0	Each	Bubblewrap dispenser (Red) 1.5m		
9470:Developer joke mug - fun was unexpected at this time (White)	02/07/2013 00:00	9470	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - fun was unexpected at this time (White)		
9470:Developer joke mug - Oct 31 = Dec 25 (White)	02/07/2013 00:00	9470	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - Oct 31 = Dec 25 (White)		
"9471:""The Gu"" red shirt XML tag t-shirt (Black) 3XS"	02/07/2013 00:00	9471	36	18	15	97.2	396	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 3XS"		
9471:20 mm Anti static bubble wrap (Blue) 10m	02/07/2013 00:00	9471	90	29	15	391.5	1530	3001.5	90	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9472:20 mm Anti static bubble wrap (Blue) 10m	02/07/2013 00:00	9472	30	29	15	130.5	510	1000.5	30	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9472:Animal with big feet slippers (Brown) XL	02/07/2013 00:00	9472	7	32	15	33.6	164.5	257.6	7	0	Each	Animal with big feet slippers (Brown) XL		
9472:USB food flash drive - fortune cookie	02/07/2013 00:00	9472	8	32	15	38.4	160	294.4	8	0	Each	USB food flash drive - fortune cookie		
9472:Void fill 300 L bag (White) 300L	02/07/2013 00:00	9472	60	37.5	15	337.5	1170	2587.5	60	0	Each	Void fill 300 L bag (White) 300L		
9473:Bubblewrap dispenser (Black) 1.5m	02/07/2013 00:00	9473	2	240	15	72	260	552	2	0	Each	Bubblewrap dispenser (Black) 1.5m		
9473:Developer joke mug - inheritance is the OO way to become wealthy (White)	02/07/2013 00:00	9473	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - inheritance is the OO way to become wealthy (White)		
9473:IT joke mug - keyboard not found … press F1 to continue (Black)	02/07/2013 00:00	9473	3	13	15	5.85	25.5	44.85	3	0	Each	IT joke cup - keyboard not found … press F1 to continue (Black)		
9473:Shipping carton (Brown) 305x305x305mm	02/07/2013 00:00	9473	50	3.5	15	26.25	80	201.25	50	0	Each	Shipping carton (Brown) 305x305x305mm		
"9474:""The Gu"" red shirt XML tag t-shirt (White) S"	02/07/2013 00:00	9474	84	18	15	226.8	924	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) S"		
9474:32 mm Anti static bubble wrap (Blue) 20m	02/07/2013 00:00	9474	40	48	15	288	1000	2208	40	0	Each	32 mm Anti static bubble wrap (Blue) 20m		
9474:Black and orange fragile despatch tape 48mmx75m	02/07/2013 00:00	9474	36	3.7	15	19.98	68.4	153.18	36	0	Each	Black and orange fragile despatch tape 48mmx75m		
9474:DBA joke mug - daaaaaa-ta (White)	02/07/2013 00:00	9474	7	13	15	13.65	59.5	104.65	7	0	Each	DBA joke cup - daaaaaa-ta (White)		
9474:Superhero action jacket (Blue) 4XL	02/07/2013 00:00	9474	9	34	15	45.9	90	351.9	9	0	Each	Superhero action jacket (Blue) 4XL		
9475:Ride on toy sedan car (Pink) 1/12 scale	02/07/2013 00:00	9475	4	230	15	138	340	1058	4	0	Each	Ride on toy sedan car (Pink) 1/12 scale		
9475:Ride on vintage American toy coupe (Black) 1/12 scale	02/07/2013 00:00	9475	5	285	15	213.75	650	1638.75	5	0	Each	Ride on vintage American toy coupe (Black) 1/12 scale		
9475:USB food flash drive - fortune cookie	02/07/2013 00:00	9475	10	32	15	48	200	368	10	0	Each	USB food flash drive - fortune cookie		
9476:Furry animal socks (Pink) XL	02/07/2013 00:00	9476	12	5	15	9	42	69	12	0	Pair	Furry animal socks (Pink) XL		
9477:Alien officer hoodie (Black) 3XL	02/07/2013 00:00	9477	4	35	15	21	72	161	4	0	Each	Alien officer hoodie (Black) 3XL		
"9477:Developer joke mug - (hip, hip, array) (Black)"	02/07/2013 00:00	9477	7	13	15	13.65	59.5	104.65	7	0	Each	"Developer joke cup - (hip, hip, array) (Black)"		
9477:Halloween skull mask (Gray) XL	02/07/2013 00:00	9477	36	18	15	97.2	108	745.2	36	0	Each	Halloween skull mask (Gray) XL		
9477:Void fill 200 L bag (White) 200L	02/07/2013 00:00	9477	30	25	15	112.5	270	862.5	30	0	Each	Void fill 200 L bag (White) 200L		
9477:Void fill 300 L bag (White) 300L	02/07/2013 00:00	9477	20	37.5	15	112.5	390	862.5	20	0	Each	Void fill 300 L bag (White) 300L		
9478:Black and orange handle with care despatch tape  48mmx100m	02/07/2013 00:00	9478	168	4.1	15	103.32	352.8	792.12	168	0	Each	Black and orange handle with care despatch tape  48mmx100m		
9478:RC big wheel monster truck with remote control (Black) 1/50 scale	02/07/2013 00:00	9478	7	45	15	47.25	206.5	362.25	7	0	Each	RC big wheel monster truck with remote control (Black) 1/50 scale		
"9479:""The Gu"" red shirt XML tag t-shirt (White) L"	02/07/2013 00:00	9479	24	18	15	64.8	264	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) L"		
9479:Permanent marker black 5mm nib (Black) 5mm	02/07/2013 00:00	9479	24	2.7	15	9.72	24	74.52	24	0	Each	Permanent marker black 5mm nib (Black) 5mm		
9479:Shipping carton (Brown) 356x229x229mm	02/07/2013 00:00	9479	150	1.14	15	25.65	87	196.65	150	0	Each	Shipping carton (Brown) 356x229x229mm		
9480:Black and orange glass with care despatch tape 48mmx75m	02/07/2013 00:00	9480	48	3.7	15	26.64	100.8	204.24	48	0	Each	Black and orange glass with care despatch tape 48mmx75m		
9480:Furry animal socks (Pink) XL	02/07/2013 00:00	9480	24	5	15	18	84	138	24	0	Pair	Furry animal socks (Pink) XL		
9480:Permanent marker blue 5mm nib (Blue) 5mm	02/07/2013 00:00	9480	48	2.7	15	19.44	48	149.04	48	0	Each	Permanent marker blue 5mm nib (Blue) 5mm		
9481:DBA joke mug - I will get you in order (White)	02/07/2013 00:00	9481	9	13	15	17.55	76.5	134.55	9	0	Each	DBA joke cup - I will get you in order (White)		
9481:IT joke mug - that behavior is by design (White)	02/07/2013 00:00	9481	6	13	15	11.7	51	89.7	6	0	Each	IT joke cup - that behavior is by design (White)		
9481:Permanent marker blue 5mm nib (Blue) 5mm	02/07/2013 00:00	9481	120	2.7	15	48.6	120	372.6	120	0	Each	Permanent marker blue 5mm nib (Blue) 5mm		
9482:Halloween zombie mask (Light Brown) XL	02/07/2013 00:00	9482	24	18	15	64.8	-24	496.8	24	0	Each	Halloween zombie mask (Light Brown) XL		
9482:USB food flash drive - shrimp cocktail	02/07/2013 00:00	9482	1	32	15	4.8	20	36.8	1	0	Each	USB food flash drive - shrimp cocktail		
9483:DBA joke mug - I will get you in order (White)	02/07/2013 00:00	9483	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - I will get you in order (White)		
9483:Halloween skull mask (Gray) S	02/07/2013 00:00	9483	60	18	15	162	180	1242	60	0	Each	Halloween skull mask (Gray) S		
9484:20 mm Double sided bubble wrap 50m	02/07/2013 00:00	9484	20	108	15	324	1840	2484	20	0	Each	20 mm Double sided bubble wrap 50m		
9484:DBA joke mug - you might be a DBA if (White)	02/07/2013 00:00	9484	3	13	15	5.85	25.5	44.85	3	0	Each	DBA joke cup - you might be a DBA if (White)		
9484:Shipping carton (Brown) 356x229x229mm	02/07/2013 00:00	9484	175	1.14	15	29.93	101.5	229.43	175	0	Each	Shipping carton (Brown) 356x229x229mm		
9484:Superhero action jacket (Blue) XL	02/07/2013 00:00	9484	3	30	15	13.5	24	103.5	3	0	Each	Superhero action jacket (Blue) XL		
"9485:""The Gu"" red shirt XML tag t-shirt (Black) 3XL"	02/07/2013 00:00	9485	12	18	15	32.4	120	248.4	12	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 3XL"		
"9485:""The Gu"" red shirt XML tag t-shirt (Black) 5XL"	02/07/2013 00:00	9485	96	18	15	259.2	960	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 5XL"		
9485:Furry gorilla with big eyes slippers (Black) XL	02/07/2013 00:00	9485	7	32	15	33.6	164.5	257.6	7	0	Each	Furry gorilla with big eyes slippers (Black) XL		
9485:USB food flash drive - shrimp cocktail	02/07/2013 00:00	9485	7	32	15	33.6	140	257.6	7	0	Each	USB food flash drive - shrimp cocktail		
9486:Bubblewrap dispenser (Red) 1.5m	02/07/2013 00:00	9486	6	240	15	216	780	1656	6	0	Each	Bubblewrap dispenser (Red) 1.5m		
9486:Ride on toy sedan car (Blue) 1/12 scale	02/07/2013 00:00	9486	1	230	15	34.5	85	264.5	1	0	Each	Ride on toy sedan car (Blue) 1/12 scale		
9486:USB food flash drive - dessert 10 drive variety pack	02/07/2013 00:00	9486	9	240	15	324	1363.5	2484	9	0	Packet	USB food flash drive - dessert 10 drive variety pack		
"9487:""The Gu"" red shirt XML tag t-shirt (Black) 3XL"	02/07/2013 00:00	9487	84	18	15	226.8	840	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 3XL"		
"9487:""The Gu"" red shirt XML tag t-shirt (White) 3XS"	02/07/2013 00:00	9487	108	18	15	291.6	1188	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XS"		
9487:Black and orange fragile despatch tape 48mmx75m	02/07/2013 00:00	9487	216	3.7	15	119.88	410.4	919.08	216	0	Each	Black and orange fragile despatch tape 48mmx75m		
9487:Ogre battery-powered slippers (Green) XL	02/07/2013 00:00	9487	3	32	15	14.4	70.5	110.4	3	0	Each	Ogre battery-powered slippers (Green) XL		
9487:Pack of 12 action figures (female)	02/07/2013 00:00	9487	9	16	15	21.6	94.5	165.6	9	0	Packet	Pack of 12 action figures (female)		
9488:Alien officer hoodie (Black) 3XL	02/07/2013 00:00	9488	1	35	15	5.25	18	40.25	1	0	Each	Alien officer hoodie (Black) 3XL		
9488:Black and yellow heavy despatch tape 48mmx100m	02/07/2013 00:00	9488	144	4.1	15	88.56	244.8	678.96	144	0	Each	Black and yellow heavy despatch tape 48mmx100m		
9488:Developer joke mug - inheritance is the OO way to become wealthy (Black)	02/07/2013 00:00	9488	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - inheritance is the OO way to become wealthy (Black)		
9488:Shipping carton (Brown) 305x305x305mm	02/07/2013 00:00	9488	225	3.5	15	118.13	360	905.63	225	0	Each	Shipping carton (Brown) 305x305x305mm		
9489:32 mm Anti static bubble wrap (Blue) 20m	02/07/2013 00:00	9489	100	48	15	720	2500	5520	100	0	Each	32 mm Anti static bubble wrap (Blue) 20m		
9489:RC vintage American toy coupe with remote control (Black) 1/50 scale	02/07/2013 00:00	9489	5	30	15	22.5	75	172.5	5	0	Each	RC vintage American toy coupe with remote control (Black) 1/50 scale		
9489:Shipping carton (Brown) 413x285x187mm	02/07/2013 00:00	9489	250	1.05	15	39.38	125	301.88	250	0	Each	Shipping carton (Brown) 413x285x187mm		
9489:Shipping carton (Brown) 457x279x279mm	02/07/2013 00:00	9489	175	1.28	15	33.6	119	257.6	175	0	Each	Shipping carton (Brown) 457x279x279mm		
9490:3 kg Courier post bag (White) 300x190x95mm	02/07/2013 00:00	9490	50	0.66	15	4.95	15	37.95	50	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9490:Black and yellow heavy despatch tape  48mmx75m	02/07/2013 00:00	9490	144	3.7	15	79.92	316.8	612.72	144	0	Each	Black and yellow heavy despatch tape  48mmx75m		
"9491:""The Gu"" red shirt XML tag t-shirt (White) XXL"	02/07/2013 00:00	9491	72	18	15	194.4	756	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) XXL"		
9491:Permanent marker black 5mm nib (Black) 5mm	02/07/2013 00:00	9491	36	2.7	15	14.58	36	111.78	36	0	Each	Permanent marker black 5mm nib (Black) 5mm		
9491:USB food flash drive - hot dog	02/07/2013 00:00	9491	5	32	15	24	100	184	5	0	Each	USB food flash drive - hot dog		
9492:Alien officer hoodie (Black) XL	02/07/2013 00:00	9492	9	35	15	47.25	162	362.25	9	0	Each	Alien officer hoodie (Black) XL		
9492:Shipping carton (Brown) 457x279x279mm	02/07/2013 00:00	9492	175	1.28	15	33.6	119	257.6	175	0	Each	Shipping carton (Brown) 457x279x279mm		
9492:Superhero action jacket (Blue) XL	02/07/2013 00:00	9492	4	30	15	18	32	138	4	0	Each	Superhero action jacket (Blue) XL		
9492:USB missile launcher (Green)	02/07/2013 00:00	9492	9	25	15	33.75	139.5	258.75	9	0	Each	USB missile launcher (Green)		
"9493:""The Gu"" red shirt XML tag t-shirt (White) XXL"	02/07/2013 00:00	9493	84	18	15	226.8	882	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) XXL"		
9493:Alien officer hoodie (Black) 5XL	02/07/2013 00:00	9493	2	35	15	10.5	36	80.5	2	0	Each	Alien officer hoodie (Black) 5XL		
9494:Black and yellow heavy despatch tape 48mmx100m	02/07/2013 00:00	9494	192	4.1	15	118.08	326.4	905.28	192	0	Each	Black and yellow heavy despatch tape 48mmx100m		
9494:IT joke mug - hardware: part of the computer that can be kicked (White)	02/07/2013 00:00	9494	2	13	15	3.9	17	29.9	2	0	Each	IT joke cup - hardware: part of the computer that can be kicked (White)		
9494:Permanent marker blue 5mm nib (Blue) 5mm	02/07/2013 00:00	9494	108	2.7	15	43.74	108	335.34	108	0	Each	Permanent marker blue 5mm nib (Blue) 5mm		
9494:RC vintage American toy coupe with remote control (Black) 1/50 scale	02/07/2013 00:00	9494	2	30	15	9	30	69	2	0	Each	RC vintage American toy coupe with remote control (Black) 1/50 scale		
9494:USB food flash drive - dessert 10 drive variety pack	02/07/2013 00:00	9494	4	240	15	144	606	1104	4	0	Packet	USB food flash drive - dessert 10 drive variety pack		
9495:DBA joke mug - two types of DBAs (White)	02/07/2013 00:00	9495	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - two types of DBAs (White)		
"9495:Developer joke mug - (hip, hip, array) (Black)"	02/07/2013 00:00	9495	10	13	15	19.5	85	149.5	10	0	Each	"Developer joke cup - (hip, hip, array) (Black)"		
9495:Dinosaur battery-powered slippers (Green) S	02/07/2013 00:00	9495	3	32	15	14.4	72	110.4	3	0	Each	Dinosaur battery-powered slippers (Green) S		
9495:Office cube periscope (Black)	02/07/2013 00:00	9495	60	18.5	15	166.5	435	1276.5	60	0	Each	Office cube periscope (Black)		
9496:Black and orange fragile despatch tape 48mmx100m	02/07/2013 00:00	9496	72	4.1	15	44.28	129.6	339.48	72	0	Each	Black and orange fragile despatch tape 48mmx100m		
9496:DBA joke mug - I will get you in order (White)	02/07/2013 00:00	9496	9	13	15	17.55	76.5	134.55	9	0	Each	DBA joke cup - I will get you in order (White)		
9497:Dinosaur battery-powered slippers (Green) M	02/07/2013 00:00	9497	1	32	15	4.8	24	36.8	1	0	Each	Dinosaur battery-powered slippers (Green) M		
9497:RC toy sedan car with remote control (Pink) 1/50 scale	02/07/2013 00:00	9497	4	25	15	15	50	115	4	0	Each	RC toy sedan car with remote control (Pink) 1/50 scale		
9497:RC vintage American toy coupe with remote control (Red) 1/50 scale	02/07/2013 00:00	9497	6	30	15	27	90	207	6	0	Each	RC vintage American toy coupe with remote control (Red) 1/50 scale		
9498:20 mm Anti static bubble wrap (Blue) 20m	02/07/2013 00:00	9498	20	45	15	135	480	1035	20	0	Each	20 mm Anti static bubble wrap (Blue) 20m		
"9498:Developer joke mug - (hip, hip, array) (Black)"	02/07/2013 00:00	9498	5	13	15	9.75	42.5	74.75	5	0	Each	"Developer joke cup - (hip, hip, array) (Black)"		
9498:Furry animal socks (Pink) M	02/07/2013 00:00	9498	84	5	15	63	294	483	84	0	Pair	Furry animal socks (Pink) M		
9498:Pack of 12 action figures (female)	02/07/2013 00:00	9498	8	16	15	19.2	84	147.2	8	0	Packet	Pack of 12 action figures (female)		
9498:USB food flash drive - sushi roll	02/07/2013 00:00	9498	9	32	15	43.2	180	331.2	9	0	Each	USB food flash drive - sushi roll		
9499:Bubblewrap dispenser (Blue) 1.5m	02/07/2013 00:00	9499	3	240	15	108	390	828	3	0	Each	Bubblewrap dispenser (Blue) 1.5m		
9499:USB food flash drive - dim sum 10 drive variety pack	02/07/2013 00:00	9499	3	240	15	108	454.5	828	3	0	Packet	USB food flash drive - dim sum 10 drive variety pack		
9500:Black and orange this way up despatch tape  48mmx100m	02/07/2013 00:00	9500	168	4.1	15	103.32	361.2	792.12	168	0	Each	Black and orange this way up despatch tape  48mmx100m		
9500:Developer joke mug - that's a hardware problem (Black)	02/07/2013 00:00	9500	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - that's a hardware problem (Black)		
"9501:""The Gu"" red shirt XML tag t-shirt (White) L"	02/07/2013 00:00	9501	36	18	15	97.2	396	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) L"		
9501:Halloween zombie mask (Light Brown) S	02/07/2013 00:00	9501	84	18	15	226.8	-84	1738.8	84	0	Each	Halloween zombie mask (Light Brown) S		
9502:Developer joke mug - there are 10 types of people in the world (Black)	02/07/2013 00:00	9502	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - there are 10 types of people in the world (Black)		
9502:Superhero action jacket (Blue) L	02/07/2013 00:00	9502	1	30	15	4.5	8	34.5	1	0	Each	Superhero action jacket (Blue) L		
9503:Bubblewrap dispenser (Red) 1.5m	02/07/2013 00:00	9503	3	240	15	108	390	828	3	0	Each	Bubblewrap dispenser (Red) 1.5m		
9503:Developer joke mug - inheritance is the OO way to become wealthy (White)	02/07/2013 00:00	9503	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - inheritance is the OO way to become wealthy (White)		
9503:Pack of 12 action figures (female)	02/07/2013 00:00	9503	8	16	15	19.2	84	147.2	8	0	Packet	Pack of 12 action figures (female)		
9504:Black and orange handle with care despatch tape  48mmx100m	02/07/2013 00:00	9504	120	4.1	15	73.8	252	565.8	120	0	Each	Black and orange handle with care despatch tape  48mmx100m		
9504:Developer joke mug - Oct 31 = Dec 25 (Black)	02/07/2013 00:00	9504	4	13	15	7.8	34	59.8	4	0	Each	Developer joke cup - Oct 31 = Dec 25 (Black)		
9504:Halloween zombie mask (Light Brown) M	02/07/2013 00:00	9504	48	18	15	129.6	-48	993.6	48	0	Each	Halloween zombie mask (Light Brown) M		
9504:Shipping carton (Brown) 356x229x229mm	02/07/2013 00:00	9504	25	1.14	15	4.28	14.5	32.78	25	0	Each	Shipping carton (Brown) 356x229x229mm		
9504:Superhero action jacket (Blue) 4XL	02/07/2013 00:00	9504	5	34	15	25.5	50	195.5	5	0	Each	Superhero action jacket (Blue) 4XL		
9505:32 mm Anti static bubble wrap (Blue) 20m	02/07/2013 00:00	9505	100	48	15	720	2500	5520	100	0	Each	32 mm Anti static bubble wrap (Blue) 20m		
9505:Bubblewrap dispenser (Blue) 1.5m	02/07/2013 00:00	9505	4	240	15	144	520	1104	4	0	Each	Bubblewrap dispenser (Blue) 1.5m		
9505:Developer joke mug - inheritance is the OO way to become wealthy (White)	02/07/2013 00:00	9505	7	13	15	13.65	59.5	104.65	7	0	Each	Developer joke cup - inheritance is the OO way to become wealthy (White)		
"9506:""The Gu"" red shirt XML tag t-shirt (White) 4XL"	02/07/2013 00:00	9506	108	18	15	291.6	1080	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 4XL"		
9506:Clear packaging tape 48mmx75m	02/07/2013 00:00	9506	182	2.9	15	79.17	218.4	606.97	182	0	Each	Clear packaging tape 48mmx75m		
9506:RC toy sedan car with remote control (Pink) 1/50 scale	02/07/2013 00:00	9506	8	25	15	30	100	230	8	0	Each	RC toy sedan car with remote control (Pink) 1/50 scale		
9506:Void fill 300 L bag (White) 300L	02/07/2013 00:00	9506	40	37.5	15	225	780	1725	40	0	Each	Void fill 300 L bag (White) 300L		
9507:Pack of 12 action figures (female)	02/07/2013 00:00	9507	10	16	15	24	105	184	10	0	Packet	Pack of 12 action figures (female)		
9507:Plush shark slippers (Gray) M	02/07/2013 00:00	9507	3	32	15	14.4	72	110.4	3	0	Each	Plush shark slippers (Gray) M		
9507:USB food flash drive - banana	02/07/2013 00:00	9507	2	32	15	9.6	40	73.6	2	0	Each	USB food flash drive - banana		
9507:USB food flash drive - fortune cookie	02/07/2013 00:00	9507	7	32	15	33.6	140	257.6	7	0	Each	USB food flash drive - fortune cookie		
"9508:""The Gu"" red shirt XML tag t-shirt (White) S"	02/07/2013 00:00	9508	84	18	15	226.8	924	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) S"		
9508:Bubblewrap dispenser (Black) 1.5m	02/07/2013 00:00	9508	3	240	15	108	390	828	3	0	Each	Bubblewrap dispenser (Black) 1.5m		
9508:Permanent marker black 5mm nib (Black) 5mm	02/07/2013 00:00	9508	12	2.7	15	4.86	12	37.26	12	0	Each	Permanent marker black 5mm nib (Black) 5mm		
9508:RC toy sedan car with remote control (Pink) 1/50 scale	02/07/2013 00:00	9508	10	25	15	37.5	125	287.5	10	0	Each	RC toy sedan car with remote control (Pink) 1/50 scale		
9509:32 mm Anti static bubble wrap (Blue) 10m	02/07/2013 00:00	9509	90	32	15	432	1440	3312	90	0	Each	32 mm Anti static bubble wrap (Blue) 10m		
9509:Halloween zombie mask (Light Brown) XL	02/07/2013 00:00	9509	36	18	15	97.2	-36	745.2	36	0	Each	Halloween zombie mask (Light Brown) XL		
9509:IT joke mug - keyboard not found … press F1 to continue (Black)	02/07/2013 00:00	9509	6	13	15	11.7	51	89.7	6	0	Each	IT joke cup - keyboard not found … press F1 to continue (Black)		
